transaction_id,transaction_date,customer_id,store_id,product_id,quantity,unit_price,discount_pct,total_amount,payment_method,return_flag
TXN00503,9/28/2024,C0110,S006,P004,9,122.55,10,992.66,PayPal,
TXN01581,9/28/2024,C0110,S004,P004,8,200.49,10,1443.53,Cash,yes
TXN00284,9/27/2024,C0043,S80,P009,7,299.78,5,1993.54,Credit Card,N
TXN00801,9/27/2024,C0197,S001,P011,3,161.41,5,460.02,Cash,Yes
TXN01623,9/27/2024,C0138,S001,P010,9,231.04,0,2079.36,Credit Card,Yes
TXN00295,9/26/2024,C0025,S005,P002,1,119.44,0,119.44,PayPal,Yes
TXN00267,9/25/2024,C0179,S006,P007,5,34.44,15,146.37,Cash,FALSE
TXN01501,9/25/2024,C0183,S001,P019,8,41.42,15,281.66,Debit Card,
TXN01125,9/24/2024,C0073,S001,P007,10,242.57,10,2183.13,Credit Card,TRUE
TXN01895,9/24/2024,C0155,S005,P003,10,120.16,20,961.28,Gift Card,No
TXN00538,9/23/2024,C0134,S005,P002,8,83.09,10,598.25,Credit Card,no
TXN01214,9/23/2024,C0014,S003,P010,8,248.23,15,1687.96,Debit Card,No
TXN00380,9/22/2024,C0077,S001,P006,7,112.81,0,789.67,UNK,FALSE
TXN00055,9/21/2024,C0010,S006,P580,2,299.08,20,478.53,Gift Card,FALSE
TXN00572,9/21/2024,C0117,S004,P004,8,143.47,0,1147.76,Credit Card,
TXN00785,9/21/2024,C9944,S002,P016,2,87.53,10,157.55,Credit Card,N
TXN01112,9/21/2024,C0195,S005,P020,5,176.86,0,884.3,Gift Card,No
TXN00757,9/20/2024,C0070,S001,P014,4,80.19,0,320.76,Credit Card,No
TXN01776,9/20/2024,C0117,S004,P019,5,231.37,0,1156.85,Cash,Y
TXN00107,9/19/2024,C0176,S002,P014,5,273.82,15,1163.74,Cash,FALSE
TXN00711,9/19/2024,C0009,S003,P019,1,266.15,0,266.15,PayPal,No
TXN01995,9/19/2024,C0025,S006,P008,4,247.42,10,890.71,Cash,
TXN01591,9/18/2024,C0010,S003,P006,5,82.24,0,411.2,Cash,FALSE
TXN01580,9/17/2024,C0046,S004,P007,6,198.75,0,1192.5,Debit Card,Y
TXN01727,9/17/2024,C0189,S003,P019,9,194.84,15,1490.53,PayPal,TRUE
TXN00604,9/16/2024,C0084,S004,P014,5,76.33,10,343.49,Credit Card,no
TXN00634,9/16/2024,C0052,S004,P017,7,269.19,25,1413.25,Credit Card,Yes
TXN00664,9/16/2024,C0128,S003,P002,9,251.06,5,2146.56,UNK,N
TXN01788,9/16/2024,C0106,S004,P008,3,75.35,0,226.05,Cash,no
TXN00420,9/15/2024,C0197,S002,P012,10,258.23,20,2065.84,Gift Card,Y
TXN00886,9/15/2024,C0140,S002,P002,6,241.53,5,1376.72,Credit Card,FALSE
TXN00995,9/15/2024,C0104,S004,P006,3,184.92,25,416.07,PayPal,Yes
TXN01572,9/15/2024,C0125,S005,P019,4,162.41,0,649.64,Cash,Yes
TXN01384,9/14/2024,C0012,S003,P016,6,143.47,20,688.66,Gift Card,Y
TXN01317,9/14/2024,C0121,S006,P012,2,150.16,5,285.3,UNK,no
TXN01347,9/14/2024,C9688,S003,P011,5,210.11,0,1050.55,PayPal,no
TXN01958,9/14/2024,C0043,S002,P008,6,82.83,20,397.58,Debit Card,N
TXN00279,9/13/2024,C0151,S001,P006,7,16.98,15,101.03,Debit Card,FALSE
TXN00389,9/13/2024,C0048,S004,P010,2,38.1,0,76.2,Cash,no
TXN00421,9/13/2024,C0040,S004,P001,3,232.23,10,627.02,Debit Card,TRUE
TXN00608,9/13/2024,C0016,S006,P018,6,137.06,10,740.12,Debit Card,no
TXN00088,9/12/2024,C0004,S002,P003,8,242.3,0,1938.4,Debit Card,no
TXN00338,9/12/2024,C0086,S004,P007,1,13.72,15,11.66,Debit Card,no
TXN00786,9/12/2024,C0041,S006,P016,10,74.9,10,674.1,PayPal,TRUE
TXN00485,9/12/2024,C0148,S005,P017,5,47.53,15,202,Debit Card,No
TXN00831,9/12/2024,C0188,S001,P010,7,234.04,25,1228.71,Debit Card,N
TXN01833,9/12/2024,C9658,S004,P869,2,287.29,0,574.58,Gift Card,yes
TXN01324,9/11/2024,C0011,S001,P004,10,212.79,0,2127.9,Credit Card,Y
TXN01169,9/11/2024,C9935,S003,P014,1,64.02,0,64.02,Cash,Yes
TXN01258,9/11/2024,C0096,S003,P005,2,155.5,5,295.45,Cash,FALSE
TXN01607,9/11/2024,C0127,S004,P012,10,89.06,10,801.54,UNK,no
TXN01902,9/11/2024,C0184,S002,P015,1,18.49,0,18.49,Credit Card,Yes
TXN01658,9/10/2024,C0087,S001,P009,10,167.03,5,1586.79,PayPal,yes
TXN01782,9/10/2024,C0167,S001,P006,7,295.62,0,2069.34,Debit Card,Yes
TXN01824,9/10/2024,C0142,S001,P008,2,231.84,0,463.68,Debit Card,no
TXN00210,9/9/2024,C0125,S002,P004,2,82.7,25,124.05,Credit Card,No
TXN00807,9/9/2024,C0026,S001,P011,6,267.64,0,1605.84,Debit Card,Y
TXN01688,9/9/2024,C0198,S005,P017,5,65.72,0,328.6,Cash,No
TXN01849,9/9/2024,C0166,S006,P011,4,261.77,20,837.66,PayPal,yes
TXN00355,9/8/2024,C0028,S005,P011,3,246.68,10,666.04,PayPal,N
TXN00760,9/7/2024,C0175,S004,P011,6,127.48,5,726.64,Debit Card,TRUE
TXN00017,9/6/2024,C0083,S004,P020,4,89.34,15,303.76,Cash,N
TXN00955,9/6/2024,C0042,S002,P004,4,71.87,20,229.98,Gift Card,Yes
TXN00402,9/6/2024,C9989,S56,P011,2,68.67,25,103.01,Cash,yes
TXN01613,9/6/2024,C0154,S005,P011,2,35.16,0,70.32,Gift Card,TRUE
TXN00539,9/5/2024,C0002,S002,P016,9,154.95,5,1324.82,UNK,FALSE
TXN01293,9/5/2024,C0106,S001,P002,4,19.02,0,76.08,Debit Card,TRUE
TXN00783,9/4/2024,C0097,S001,P001,3,166.71,25,375.1,Cash,Yes
TXN01354,9/4/2024,C0066,S006,P002,10,224.63,15,1909.36,Credit Card,Y
TXN00054,9/3/2024,C0199,S006,P001,4,256.66,10,923.98,UNK,FALSE
TXN00075,9/3/2024,C0002,S002,P018,7,124.48,0,871.36,Debit Card,Y
TXN00362,9/2/2024,C0168,S006,P003,8,260.82,20,1669.25,Cash,Yes
TXN00442,9/2/2024,C0037,S002,P016,6,274.69,5,1565.73,Credit Card,
TXN00853,9/2/2024,C0186,S001,P007,7,116.69,15,694.31,Credit Card,No
TXN01137,9/2/2024,C0190,S002,P003,2,279.5,25,419.25,Cash,TRUE
TXN00779,8/31/2024,C0063,S001,P009,6,282.58,10,1525.93,Debit Card,Yes
TXN01715,8/31/2024,C0035,S001,P018,6,155.05,0,930.3,Debit Card,no
TXN00163,8/30/2024,C0100,S005,P016,9,289.84,25,1956.42,Cash,Yes
TXN01023,8/30/2024,C0080,S001,P008,7,204.6,0,1432.2,Cash,TRUE
TXN01121,8/30/2024,C0137,S005,P012,8,61.68,0,493.44,Cash,
TXN01189,8/30/2024,C0002,S83,P019,2,45.18,0,90.36,Debit Card,
TXN01345,8/30/2024,C0067,S004,P020,3,74.91,15,191.02,Gift Card,N
TXN01811,8/30/2024,C0140,S003,P005,3,186.65,5,531.95,Credit Card,no
TXN00335,8/29/2024,C0053,S001,P015,5,57.61,5,273.65,Gift Card,yes
TXN01454,8/29/2024,C0179,S005,P006,10,269.49,0,2694.9,Debit Card,Yes
TXN01967,8/28/2024,C0036,S002,P012,3,288.9,0,866.7,Credit Card,Yes
TXN00008,8/27/2024,C0146,S002,P012,10,18.36,0,183.6,Debit Card,TRUE
TXN00215,8/27/2024,C9857,S006,P011,7,38.23,15,227.47,Credit Card,Y
TXN00458,8/27/2024,C0132,S003,P005,9,40.64,0,365.76,PayPal,FALSE
TXN00642,8/27/2024,C0165,S005,P008,6,178.24,20,855.55,Credit Card,no
TXN01259,8/27/2024,C0002,S005,P002,7,152.89,20,856.18,Gift Card,Y
TXN00001,8/26/2024,C0032,S006,P013,5,233.66,0,1168.3,Debit Card,Yes
TXN00039,8/26/2024,C0075,S005,P013,6,155.63,5,887.09,Cash,FALSE
TXN00940,8/26/2024,C0154,S004,P017,8,195.28,0,1562.24,Debit Card,
TXN01260,8/26/2024,C0143,S001,P020,1,58.12,25,43.59,Debit Card,yes
TXN00154,8/25/2024,C0134,S006,P011,9,13.07,0,117.63,Debit Card,FALSE
TXN01046,8/25/2024,C0069,S001,P010,1,299.33,10,269.4,Gift Card,N
TXN00313,8/24/2024,C0194,S004,P003,6,255.28,20,1225.34,Gift Card,TRUE
TXN00315,8/24/2024,C9804,S58,P011,10,192.65,20,1541.2,Debit Card,No
TXN00546,8/24/2024,C0099,S005,P020,8,70.7,0,565.6,Debit Card,N
TXN00788,8/24/2024,C0038,S004,P003,5,233.41,15,991.99,Debit Card,
TXN00525,8/23/2024,C0057,S003,P016,3,222.73,10,601.37,Debit Card,FALSE
TXN01383,8/23/2024,C0124,S005,P013,9,185.94,5,1589.79,UNK,
TXN00559,8/22/2024,C0138,S006,P010,4,109.23,10,393.23,Credit Card,Y
TXN01263,8/22/2024,C0143,S002,P001,2,164.65,15,279.91,Debit Card,N
TXN01548,8/22/2024,C0031,S001,P014,3,208.16,0,624.48,Cash,
TXN01670,8/22/2024,C0103,S003,P014,8,299.96,15,2039.73,UNK,
TXN01676,8/22/2024,C0165,S002,P020,5,124.35,15,528.49,Credit Card,
TXN01928,8/22/2024,C0105,S004,P005,9,134.81,5,1152.63,Cash,TRUE
TXN00024,8/21/2024,C0002,S006,P002,3,279.3,0,837.9,Credit Card,TRUE
TXN00365,8/21/2024,C0167,S002,P004,3,259.98,0,779.94,Credit Card,N
TXN00686,8/21/2024,C0115,S004,P019,6,266.83,0,1600.98,Cash,yes
TXN00945,8/21/2024,C0038,S001,P001,9,156.06,10,1264.09,Debit Card,FALSE
TXN01033,8/21/2024,C0138,S001,P006,10,36,0,360,Credit Card,N
TXN01939,8/21/2024,C0168,S001,P015,1,87.46,5,83.09,Debit Card,FALSE
TXN00594,8/20/2024,C0150,S73,P017,7,148.32,0,1038.24,UNK,no
TXN01522,8/19/2024,C0018,S002,P012,7,111.77,0,782.39,Debit Card,yes
TXN00599,8/18/2024,C0026,S001,P003,4,148.71,25,446.13,UNK,Y
TXN01520,8/17/2024,C0082,S001,P011,10,148.22,25,1111.65,PayPal,
TXN00508,8/16/2024,C0142,S001,P009,5,14.67,15,62.35,Gift Card,no
TXN01252,8/16/2024,C0200,S005,P020,10,188.29,0,1882.9,PayPal,
TXN01636,8/16/2024,C9891,S005,P019,9,105.84,20,762.05,Credit Card,No
TXN00430,8/15/2024,C0083,S006,P011,1,53.65,25,40.24,Cash,No
TXN00219,8/15/2024,C0087,S005,P016,7,70.82,0,495.74,Credit Card,
TXN01367,8/15/2024,C9788,S001,P016,10,150.59,25,1129.43,Cash,FALSE
TXN00769,8/14/2024,C0192,S003,P014,3,155.91,25,350.8,Debit Card,no
TXN00912,8/13/2024,C0158,S004,P004,7,241.83,0,1692.81,UNK,N
TXN00320,8/12/2024,C9093,S004,P010,7,187.78,0,1314.46,Debit Card,TRUE
TXN00513,8/12/2024,C0063,S003,P011,2,210.99,25,316.49,Cash,No
TXN00570,8/11/2024,C0176,S004,P013,7,233.69,10,1472.25,Debit Card,TRUE
TXN01173,8/11/2024,C0047,S001,P010,3,63.8,0,191.4,Gift Card,N
TXN01333,8/11/2024,C0048,S001,P018,7,22.47,25,117.97,PayPal,yes
TXN01683,8/11/2024,C0058,S006,P010,6,240.8,10,1300.32,Debit Card,No
TXN01265,8/10/2024,C0003,S005,P014,7,59.37,25,311.69,Cash,Yes
TXN01072,8/9/2024,C0116,S001,P007,7,268.25,20,1502.2,Cash,Yes
TXN01377,8/9/2024,C0182,S004,P009,9,192.03,25,1296.2,PayPal,TRUE
TXN00099,8/8/2024,C0158,S005,P003,5,235.26,15,999.86,Debit Card,
TXN00293,8/8/2024,C0189,S006,P003,4,67.09,15,228.11,Debit Card,Yes
TXN00372,8/8/2024,C0142,S001,P006,6,284.49,20,1365.55,UNK,FALSE
TXN01891,8/8/2024,C0146,S001,P016,10,274.8,0,2748,Gift Card,N
TXN00859,8/8/2024,C0161,S004,P005,10,71.15,10,640.35,Debit Card,Y
TXN00094,8/7/2024,C0040,S004,P005,5,116.45,5,553.14,Debit Card,
TXN00128,8/7/2024,C0048,S003,P011,1,88.73,0,88.73,PayPal,yes
TXN00910,8/7/2024,C0084,S001,P015,7,270.9,5,1801.49,UNK,N
TXN01040,8/7/2024,C0068,S005,P008,3,218.85,10,590.9,Cash,no
TXN01814,8/7/2024,C0010,S001,P006,3,43.72,5,124.6,Debit Card,Yes
TXN00250,8/5/2024,C0091,S001,P001,2,224.75,25,337.13,Debit Card,Yes
TXN00330,8/5/2024,C0025,S006,P005,6,60.85,15,310.34,Debit Card,no
TXN00926,8/5/2024,C0033,S005,P001,2,76.37,25,114.56,Debit Card,no
TXN01311,8/5/2024,C0199,S001,P012,7,164.84,0,1153.88,Gift Card,Yes
TXN00504,8/4/2024,C0067,S004,P008,3,273.24,10,737.75,Debit Card,Y
TXN00721,8/4/2024,C0025,S002,P014,6,32.07,20,153.94,Credit Card,No
TXN01160,8/4/2024,C0089,S001,P010,4,123.94,0,495.76,Gift Card,TRUE
TXN00470,8/3/2024,C0089,S001,P005,8,207.47,10,1493.78,Credit Card,TRUE
TXN01012,8/2/2024,C0016,S76,P002,2,102.66,15,174.52,Cash,no
TXN01987,8/2/2024,C0191,S005,P001,1,243.17,20,194.54,Debit Card,no
TXN00864,8/1/2024,C0006,S003,P007,3,268.26,0,804.78,Gift Card,yes
TXN01131,8/1/2024,C0113,S006,P010,7,140.16,0,981.12,Credit Card,No
TXN01308,7/31/2024,C0077,S002,P019,8,103.21,25,619.26,UNK,
TXN00058,7/30/2024,C0063,S004,P019,1,149.77,10,134.79,Gift Card,no
TXN00285,7/30/2024,C0023,S001,P018,5,264.7,5,1257.33,Cash,no
TXN00939,7/30/2024,C0182,S003,P011,4,203.64,0,814.56,Credit Card,FALSE
TXN01431,7/30/2024,C0177,S006,P003,7,153.15,5,1018.45,Debit Card,No
TXN00867,7/28/2024,C0073,S003,P004,3,271.65,20,651.96,Cash,
TXN00223,7/27/2024,C0109,S001,P009,3,18.45,10,49.82,Credit Card,TRUE
TXN00550,7/27/2024,C0049,S002,P001,4,138.2,5,525.16,Cash,yes
TXN01167,7/27/2024,C0028,S003,P002,4,98.47,5,374.19,Debit Card,FALSE
TXN01777,7/27/2024,C0135,S003,P008,10,54.5,25,408.75,PayPal,No
TXN00238,7/26/2024,C9183,S005,P011,8,48.26,15,328.17,Credit Card,No
TXN00490,7/26/2024,C0018,S006,P003,10,32.66,10,293.94,Credit Card,FALSE
TXN01836,7/26/2024,C0038,S006,P009,3,141.67,0,425.01,Cash,TRUE
TXN01886,7/26/2024,C0089,S006,P012,3,244.61,0,733.83,UNK,FALSE
TXN00170,7/25/2024,C0031,S001,P018,9,73.59,5,629.19,Cash,TRUE
TXN00233,7/25/2024,C0161,S001,P007,5,213.37,0,1066.85,Cash,No
TXN00314,7/25/2024,C9142,S002,P001,8,245.02,15,1666.14,Debit Card,FALSE
TXN00916,7/25/2024,C0133,S002,P845,2,49.07,15,83.42,Credit Card,FALSE
TXN00051,7/24/2024,C0095,S004,P010,10,109.86,20,878.88,Debit Card,Y
TXN01335,7/24/2024,C9574,S005,P012,6,163.52,10,883.01,Cash,
TXN01868,7/24/2024,C0139,S001,P014,2,102.5,10,184.5,Cash,FALSE
TXN01976,7/24/2024,C0159,S003,P002,8,84.79,10,610.49,Credit Card,yes
TXN01705,7/23/2024,C0137,S003,P004,10,193.21,0,1932.1,Credit Card,N
TXN00842,7/23/2024,C0190,S90,P006,9,285.05,25,1924.09,Gift Card,
TXN00941,7/23/2024,C0027,S004,P005,4,150.64,0,602.56,Gift Card,Y
TXN01091,7/23/2024,C0125,S001,P005,1,46.85,10,42.17,Credit Card,No
TXN01184,7/23/2024,C0132,S002,P013,1,273.28,10,245.95,UNK,Y
TXN01784,7/23/2024,C0168,S005,P013,10,191.1,20,1528.8,Gift Card,No
TXN01330,7/22/2024,C0002,S004,P002,6,279.16,0,1674.96,Debit Card,Y
TXN02000,7/22/2024,C0118,S004,P015,1,74.14,20,59.31,Cash,
TXN00860,7/21/2024,C9540,S002,P008,8,260.22,0,2081.76,Cash,No
TXN00322,7/20/2024,C0095,S001,P011,7,140.77,10,886.85,Credit Card,No
TXN00751,7/20/2024,C0119,S002,P010,4,69.66,15,236.84,PayPal,no
TXN01838,7/20/2024,C0075,S006,P017,10,103.97,10,935.73,Debit Card,Yes
TXN00797,7/19/2024,C0030,S004,P011,3,168.07,5,479,Gift Card,TRUE
TXN00499,7/18/2024,C0168,S003,P018,9,40.27,15,308.07,PayPal,yes
TXN01645,7/18/2024,C0069,S005,P019,8,107.07,0,856.56,Debit Card,TRUE
TXN00025,7/17/2024,C0182,S002,P017,2,238.01,0,476.02,Debit Card,no
TXN01025,7/17/2024,C9193,S002,P020,3,29.58,0,88.74,Credit Card,no
TXN01212,7/17/2024,C0160,S001,P009,1,282.12,5,268.01,Debit Card,Y
TXN01224,7/17/2024,C0179,S006,P008,10,260.13,5,2471.24,Credit Card,no
TXN01380,7/17/2024,C0068,S004,P017,1,259.76,0,259.76,Cash,Y
TXN00133,7/16/2024,C0037,S003,P006,2,100.3,15,170.51,Credit Card,TRUE
TXN00960,7/16/2024,C0130,S003,P003,6,108.68,10,586.87,Credit Card,No
TXN01521,7/16/2024,C0143,S006,P011,1,278.04,10,250.24,Debit Card,no
TXN00358,7/15/2024,C0109,S003,P013,2,163.07,10,293.53,UNK,
TXN01440,7/15/2024,C0089,S003,P016,5,269.09,0,1345.45,PayPal,No
TXN01168,7/15/2024,C0167,S005,P008,4,127.36,25,382.08,Debit Card,Y
TXN01410,7/15/2024,C0001,S004,P007,4,278.1,0,1112.4,Gift Card,Yes
TXN01808,7/15/2024,C0117,S006,P012,5,224.65,10,1010.93,Cash,Y
TXN01179,7/14/2024,C0018,S001,P010,4,128.05,0,512.2,Credit Card,N
TXN00663,7/13/2024,C0073,S004,P010,7,127.23,20,712.49,Debit Card,no
TXN00726,7/11/2024,C0169,S006,P005,6,223.21,15,1138.37,Cash,TRUE
TXN01159,7/11/2024,C0193,S004,P010,8,203.04,0,1624.32,Debit Card,Y
TXN01686,7/11/2024,C0101,S001,P006,2,288.61,5,548.36,Cash,no
TXN01435,7/10/2024,C0021,S004,P003,8,43.64,0,349.12,Credit Card,Yes
TXN00799,7/9/2024,C0164,S002,P001,4,29.13,10,104.87,PayPal,no
TXN00299,7/8/2024,C0038,S005,P012,1,160.13,0,160.13,Credit Card,
TXN00892,7/8/2024,C0192,S003,P006,9,124.02,20,892.94,Credit Card,N
TXN01007,7/8/2024,C0141,S002,P008,7,277.13,10,1745.92,Credit Card,no
TXN01129,7/7/2024,C0159,S004,P004,9,110.81,5,947.43,Cash,Yes
TXN01009,7/7/2024,C0197,S001,P010,1,203.16,0,203.16,Debit Card,No
TXN01151,7/7/2024,C0156,S004,P015,1,278.61,10,250.75,Cash,No
TXN01450,7/7/2024,C9074,S69,P010,6,80.35,0,482.1,Cash,FALSE
TXN00531,7/6/2024,C9739,S74,P011,6,232.38,0,1394.28,Cash,FALSE
TXN00626,7/6/2024,C0158,S001,P019,4,46.49,0,185.96,Debit Card,No
TXN00927,7/6/2024,C0079,S002,P001,5,283.04,0,1415.2,Debit Card,No
TXN01321,7/6/2024,C9214,S004,P002,4,158.99,20,508.77,Credit Card,TRUE
TXN00980,7/5/2024,C0160,S004,P017,9,235.16,0,2116.44,PayPal,N
TXN01423,7/5/2024,C0145,S006,P020,9,238.33,0,2144.97,Gift Card,FALSE
TXN01565,7/5/2024,C0100,S004,P007,7,169.85,5,1129.5,Gift Card,
TXN01734,7/5/2024,C0183,S002,P008,6,23,0,138,Cash,no
TXN00974,7/4/2024,C0189,S004,P020,2,140.72,20,225.15,Credit Card,N
TXN01704,7/4/2024,C0083,S005,P005,9,109.65,25,740.14,Debit Card,yes
TXN01153,7/3/2024,C0021,S005,P016,9,33.14,15,253.52,Credit Card,N
TXN00497,7/3/2024,C0004,S002,P003,1,46.75,0,46.75,Gift Card,yes
TXN01029,7/3/2024,C0059,S002,P003,5,90.84,10,408.78,UNK,No
TXN01966,7/3/2024,C9318,S002,P007,3,227.85,15,581.02,Debit Card,No
TXN00652,7/2/2024,C0155,S003,P018,4,144.93,0,579.72,Debit Card,No
TXN01405,7/2/2024,C0001,S002,P003,5,278.29,10,1252.31,Debit Card,no
TXN01837,7/2/2024,C0043,S002,P007,3,56.05,0,168.15,Cash,
TXN01365,7/1/2024,C0005,S002,P016,1,221.76,25,166.32,Credit Card,yes
TXN00800,7/1/2024,C0032,S005,P003,6,238.81,15,1217.93,UNK,yes
TXN01095,6/30/2024,C0066,S006,P008,8,82.24,5,625.02,Debit Card,N
TXN01789,6/30/2024,C0163,S004,P006,7,267.54,5,1779.14,Cash,N
TXN00221,6/29/2024,C0197,S005,P002,9,68.19,25,460.28,Credit Card,
TXN00633,6/29/2024,C0059,S005,P006,2,207.32,5,393.91,Cash,FALSE
TXN01624,6/29/2024,C0067,S002,P020,3,100.41,0,301.23,Cash,TRUE
TXN00153,6/28/2024,C0111,S006,P011,5,87.46,0,437.3,PayPal,Y
TXN01464,6/28/2024,C0092,S59,P004,10,24.14,5,229.33,Gift Card,TRUE
TXN00613,6/28/2024,C0132,S001,P015,10,198.55,5,1886.23,Debit Card,yes
TXN01341,6/28/2024,C0191,S006,P007,7,105.73,0,740.11,Cash,TRUE
TXN01512,6/28/2024,C0045,S002,P009,2,107.18,0,214.36,Gift Card,Yes
TXN01907,6/28/2024,C9264,S004,P012,9,100.25,20,721.8,Debit Card,TRUE
TXN00830,6/27/2024,C0152,S005,P015,3,250.34,5,713.47,PayPal,yes
TXN01034,6/27/2024,C0008,S006,P009,2,189.83,20,303.73,Gift Card,No
TXN01488,6/27/2024,C0182,S005,P007,9,222.79,0,2005.11,Credit Card,yes
TXN00198,6/26/2024,C0020,S006,P004,10,228.26,15,1940.21,Credit Card,yes
TXN01375,6/26/2024,C0196,S005,P010,3,267.04,15,680.95,Debit Card,FALSE
TXN01712,6/26/2024,C0036,S006,P009,7,130.37,25,684.44,Debit Card,no
TXN00793,6/25/2024,C0157,S002,P002,8,289.6,10,2085.12,Credit Card,yes
TXN01141,6/25/2024,C0188,S004,P019,5,213.68,25,801.3,Gift Card,Yes
TXN01186,6/25/2024,C0197,S002,P005,4,237.77,5,903.53,Debit Card,yes
TXN01268,6/25/2024,C0125,S003,P013,2,277.81,20,444.5,Debit Card,N
TXN00256,6/24/2024,C9590,S001,P014,8,43.91,15,298.59,Cash,yes
TXN01864,6/24/2024,C0076,S002,P012,7,44.46,0,311.22,Debit Card,N
TXN01916,6/24/2024,C0144,S006,P015,1,14.52,20,11.62,Cash,no
TXN00469,6/23/2024,C0174,S003,P014,5,99.7,0,498.5,Debit Card,
TXN00533,6/23/2024,C0102,S001,P010,1,76.7,5,72.87,Debit Card,
TXN00854,6/22/2024,C0148,S005,P008,7,163.67,15,973.84,Debit Card,Y
TXN01542,6/22/2024,C0168,S002,P818,1,132.93,5,126.28,Gift Card,Yes
TXN00130,6/20/2024,C0084,S001,P017,3,69.5,0,208.5,UNK,No
TXN00326,6/19/2024,C0184,S001,P010,8,25.2,0,201.6,Gift Card,no
TXN00885,6/19/2024,C0045,S005,P019,7,290.99,0,2036.93,Credit Card,Y
TXN01594,6/19/2024,C0010,S005,P005,9,157.51,25,1063.19,Credit Card,
TXN01675,6/19/2024,C0150,S002,P007,3,31.91,0,95.73,Debit Card,No
TXN00456,6/18/2024,C0148,S004,P011,8,75.49,10,543.53,Cash,FALSE
TXN00984,6/18/2024,C0112,S001,P017,10,204.73,25,1535.48,UNK,No
TXN01845,6/18/2024,C0180,S001,P013,8,262.94,0,2103.52,PayPal,No
TXN01024,6/17/2024,C0066,S004,P020,3,10.32,25,23.22,Cash,Y
TXN01640,6/17/2024,C0196,S002,P019,5,99.33,0,496.65,Credit Card,no
TXN00991,6/16/2024,C0145,S005,P016,10,31.07,0,310.7,Cash,no
TXN01261,6/16/2024,C0129,S003,P017,4,250.57,0,1002.28,Debit Card,TRUE
TXN00367,6/15/2024,C0076,S004,P016,6,161.57,15,824.01,Debit Card,Yes
TXN01952,6/15/2024,C0185,S001,P007,3,129.87,10,350.65,UNK,Y
TXN01988,6/15/2024,C0194,S002,P012,9,147.31,10,1193.21,Cash,
TXN00041,6/14/2024,C0093,S004,P002,6,39.94,10,215.68,UNK,N
TXN00477,6/14/2024,C0014,S003,P004,6,182.36,10,984.74,Credit Card,No
TXN01054,6/14/2024,C0046,S001,P006,10,220.61,25,1654.58,Cash,no
TXN01280,6/13/2024,C0147,S53,P016,3,177.29,0,531.87,PayPal,FALSE
TXN01771,6/13/2024,C0004,S002,P004,1,296.59,25,222.44,Debit Card,TRUE
TXN01720,6/13/2024,C0061,S002,P019,8,221.01,5,1679.68,PayPal,TRUE
TXN00839,6/12/2024,C0039,S005,P014,3,241.33,5,687.79,Credit Card,no
TXN01595,6/12/2024,C0111,S005,P009,8,14.76,0,118.08,Credit Card,
TXN00983,6/11/2024,C0183,S002,P004,1,246.7,0,246.7,Credit Card,Yes
TXN01496,6/11/2024,C0041,S004,P013,7,181.83,5,1209.17,Cash,Yes
TXN00972,6/10/2024,C0033,S005,P008,9,104.05,10,842.81,Credit Card,Yes
TXN01551,6/10/2024,C0125,S91,P020,10,253.74,0,2537.4,Credit Card,yes
TXN01621,6/10/2024,C0069,S004,P018,2,111.29,15,189.19,PayPal,FALSE
TXN01940,6/10/2024,C0072,S006,P003,3,114.41,25,257.42,Credit Card,yes
TXN01953,6/10/2024,C0093,S003,P014,1,238.2,0,238.2,Debit Card,yes
TXN00248,6/9/2024,C0119,S006,P005,8,162.91,0,1303.28,PayPal,yes
TXN00394,6/9/2024,C0043,S005,P013,7,186.09,5,1237.5,Gift Card,Yes
TXN00395,6/9/2024,C0182,S003,P008,5,215.39,0,1076.95,Gift Card,yes
TXN01358,6/9/2024,C0135,S002,P017,9,198.19,0,1783.71,Credit Card,No
TXN00328,6/8/2024,C0084,S006,P007,9,124.57,20,896.9,Cash,no
TXN00612,6/8/2024,C0145,S001,P011,9,152.68,15,1168,Debit Card,FALSE
TXN00773,6/8/2024,C0011,S004,P011,4,100,0,400,UNK,yes
TXN01070,6/8/2024,C0149,S002,P005,1,55.98,0,55.98,Cash,TRUE
TXN01145,6/8/2024,C0028,S006,P010,5,262.11,25,982.91,Debit Card,N
TXN00005,6/7/2024,C0186,S003,P015,5,86.6,0,433,Credit Card,yes
TXN00062,6/7/2024,C0057,S002,P014,8,282.5,0,2260,Cash,TRUE
TXN00952,6/7/2024,C0017,S002,P004,7,51.28,15,305.12,Debit Card,yes
TXN01644,6/6/2024,C0110,S003,P014,8,272.93,25,1637.58,Debit Card,yes
TXN01737,6/6/2024,C0010,S005,P003,4,248.47,15,844.8,Gift Card,yes
TXN01164,6/5/2024,C0068,S006,P004,9,228.94,5,1957.44,Credit Card,
TXN00774,6/5/2024,C0134,S004,P020,8,110.61,15,752.15,UNK,No
TXN00787,6/5/2024,C0168,S004,P008,5,203.21,5,965.25,Cash,Yes
TXN00511,6/4/2024,C0183,S002,P019,1,200.55,0,200.55,Debit Card,No
TXN00833,6/4/2024,C0140,S002,P003,6,162.27,0,973.62,Cash,N
TXN01060,6/4/2024,C9108,S003,P005,6,172.46,0,1034.76,Cash,N
TXN00038,6/3/2024,C0149,S005,P002,9,85.58,25,577.67,Debit Card,Y
